edition_1,title_1,authors_1,imprint_place_1,imprint_year_1,imprint_publisher_1,edition_status_1,notes_1,edition_2,title_2,authors_2,imprint_place_2,imprint_year_2,imprint_publisher_2,edition_status_2,notes_2,osa,cos
nbk0016256,Epitres Evangiles,[Bible] (Primary),"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0012514,Epitres Evangiles,[Bible] (Primary),"","","",Pseudo,Pirate edition. Edition details as in source data.  Source data only gives short title.,1,1
nbk0016542,Epitres Evangiles,[Bible] (Primary),"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0012514,Epitres Evangiles,[Bible] (Primary),"","","",Pseudo,Pirate edition. Edition details as in source data.  Source data only gives short title.,1,1
nbk0014667,Oeuvres de Destouches,"Destouches, Philippe Néricault (Primary)","","","",Pseudo,The author updated after Worldcat suggestions. All other information after source data.,nbk0012535,Oeuvres de Destouches,"Destouches, Philippe Néricault (Primary)","","","",Pseudo,Pirate edition. Edition details as in source data.  Source data only gives short title.,1,1
nbk0015096,Oeuvres de Destouches,"Destouches, Philippe Néricault (Primary)","","","",Pseudo,The author updated after Worldcat suggestions. All other information after source data.,nbk0012535,Oeuvres de Destouches,"Destouches, Philippe Néricault (Primary)","","","",Pseudo,Pirate edition. Edition details as in source data.  Source data only gives short title.,1,1
nbk0017807,Mort (la) d'Abel,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0012564,Mort (la) d'Abel,"Gessner, Salomon (Primary)","","","",Pseudo,Pirate edition. Edition details as in source data.  Source data only gives title.,1,1
nbk0017971,Mort (la) d'Abel,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0012564,Mort (la) d'Abel,"Gessner, Salomon (Primary)","","","",Pseudo,Pirate edition. Edition details as in source data.  Source data only gives title.,1,1
nbk0013191,Institution au droit ecclesiastique par M. l’abbé de Fleury prêtre prieur d'argenteuil et Confesseur du Roy.  Nouvelle Edition revue et augmentée,"Fleury, Claude (Primary)",Bruxelles,"","",Pseudo,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation'.  Source data gives publication details as ‘à Bruxelles et se vend à Douai chez Derbaix frères rue des Levles’. Source data does not give date of publication.,nbk0012695,"Institution au droit ecclesiastique par M. l’abbé de Fleury, nouvelle edition revue et augmentée par M. Boucher d’Argis","Fleury, Claude (Primary); Boucher d'Argis, Antoine Gaspard (Editor)","","",Debure père,Certain,Pirate edition. Edition details as in source data.  Source data does not give date or place of publication.,1,1
nbk0017663,"Secrets (les) de Nature, Extraits tant du petit Albert qu'autres Philosophes hebreux etc. revu et corrigé par M. Malteman de Sacré.","Albertus, Lucius [Parvus pseud.] (Primary)",Troyes,"",veuve Jacques Oudot et fils,Pseudo,Edition not identified. Several published.,nbk0013091,"Secrets (les) de Nature, Extraits tant du petit Albert qu'autres Philosophes hebreux etc. revu et corrigé par M. Malteman de Sacré.","Albertus, Lucius [Parvus pseud.] (Primary)",Troyes,"",veuve Jacques Oudot et fils,Pseudo,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec permission'.  Publisher address: rue du Temple.  Source data does not give date of publication.,1,1
nbk0017664,"Secrets (les) de Nature, Extraits tant du petit Albert qu'autres Philosophes hebreux etc. revu et corrigé par M. Malteman de Sacré.","Albertus, Lucius [Parvus pseud.] (Primary)","","","",Pseudo,Edition not identified. Several published.,nbk0013091,"Secrets (les) de Nature, Extraits tant du petit Albert qu'autres Philosophes hebreux etc. revu et corrigé par M. Malteman de Sacré.","Albertus, Lucius [Parvus pseud.] (Primary)",Troyes,"",veuve Jacques Oudot et fils,Pseudo,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec permission'.  Publisher address: rue du Temple.  Source data does not give date of publication.,1,1
nbk0015145,Calculs tous faits etc.,"Mésange,  Mathias (Primary)","","","",Pseudo,Edition not identified. The author updated after Wolrdcat [OCLC  	469793711].,nbk0013127,Calculs tous faits etc.,"Mésange,  Mathias (Primary)","","","",Pseudo,"Pirate edition. Edition details as in source data.  Source data only gives short title, format and no. of vols.  Author updated after Worldcat.",1,1
nbk0015702,Office de l'Eglise,,"","","",Pseudo,Superbook and edition not identified. Worldcat suggests edition in 7 vols.,nbk0013251,Office de l'Eglise,,Arras,"",Michel Nicolas,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation'.  Publisher status: imprimeur libraire.  Publisher address: Rue St Gertz. Source data does not give date of publication.,1,1
nbk0013309,Ange (l') conducteur,"Coret, Jacques (Primary)",Arras,"",Michel Nicolas,Pseudo,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation'.  Source data does not give date of publication.,nbk0013308,Ange (l') conducteur,"Coret, Jacques (Primary)",Arras,"",Michel Nicolas,Pseudo,"Pirate edition. Edition details as in source data.  May be a false imprint.  Source data does not give date of publication, format or no. of vols.",1,1
nbk0013312,Ange (l’) conducteur,"Coret, Jacques (Primary)",Liège,"","",Pseudo,"Pirate edition. Edition details as in source data.  May be a false imprint.  Source data does not give date of publication, name of publisher or no. of vols.  Source data gives format as 'p. in-12'.",nbk0013310,Ange (l’) conducteur,"Coret, Jacques (Primary)",Liège,"","",Pseudo,Pirate edition. Edition details as in source data.  May be a false imprint.  Source data does not give date of publication or name of publisher.,1,1
nbk0013439,Ange (l’) conducteur,"Coret, Jacques (Primary)",Liège,"",Bassompierre (Liège),Certain,"Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation'.  Source data does not give date of publication, format or no. of vols.",nbk0013310,Ange (l’) conducteur,"Coret, Jacques (Primary)",Liège,"","",Pseudo,Pirate edition. Edition details as in source data.  May be a false imprint.  Source data does not give date of publication or name of publisher.,1,1
nbk0017771,Ange (l’) conducteur,"Coret, Jacques (Primary)","","","",Pseudo,"",nbk0013310,Ange (l’) conducteur,"Coret, Jacques (Primary)",Liège,"","",Pseudo,Pirate edition. Edition details as in source data.  May be a false imprint.  Source data does not give date of publication or name of publisher.,1,1
nbk0013439,Ange (l’) conducteur,"Coret, Jacques (Primary)",Liège,"",Bassompierre (Liège),Certain,"Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation'.  Source data does not give date of publication, format or no. of vols.",nbk0013312,Ange (l’) conducteur,"Coret, Jacques (Primary)",Liège,"","",Pseudo,"Pirate edition. Edition details as in source data.  May be a false imprint.  Source data does not give date of publication, name of publisher or no. of vols.  Source data gives format as 'p. in-12'.",1,1
nbk0017771,Ange (l’) conducteur,"Coret, Jacques (Primary)","","","",Pseudo,"",nbk0013312,Ange (l’) conducteur,"Coret, Jacques (Primary)",Liège,"","",Pseudo,"Pirate edition. Edition details as in source data.  May be a false imprint.  Source data does not give date of publication, name of publisher or no. of vols.  Source data gives format as 'p. in-12'.",1,1
nbk0017771,Ange (l’) conducteur,"Coret, Jacques (Primary)","","","",Pseudo,"",nbk0013439,Ange (l’) conducteur,"Coret, Jacques (Primary)",Liège,"",Bassompierre (Liège),Certain,"Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation'.  Source data does not give date of publication, format or no. of vols.",1,1
nbk0017492,Combat (le) Spirituel par le P. Brignon,"Scupoli, Lorenzo (Primary); Brignon, Jean (Translator)",Nancy,"","",Pseudo,The title and author updated after Worldcat [OCLC  	558459928]. Several editions were published.,nbk0013474,Combat (le) Spirituel par le P. Brignon,"Scupoli, Lorenzo (Primary); Brignon, Jean (Translator)",Nancy,"","",Pseudo,"Pirate edition. Edition details as in source data.  May be a false imprint.  Source data does not give name of publisher, date of publication or no. of vols.",1,1
nbk0017493,Combat (le) Spirituel par le P. Brignon,"Scupoli, Lorenzo (Primary); Brignon, Jean (Translator)","","","",Pseudo,The title and author updated after Worldcat [OCLC  	558459928]. Several editions were published.,nbk0013474,Combat (le) Spirituel par le P. Brignon,"Scupoli, Lorenzo (Primary); Brignon, Jean (Translator)",Nancy,"","",Pseudo,"Pirate edition. Edition details as in source data.  May be a false imprint.  Source data does not give name of publisher, date of publication or no. of vols.",1,1
nbk0013902,"Histoire de la Ste bible contenant le vieu et le nouveau testament avec des explications edifantes tirées des Sts peres pour regler les mœurs dans toutes sortes de conditions, dediée à Mgr le Dauphin par le Sr. de Royaumont Prieur de Sombreval, nouvelle edition augmentée d’un petit dictionnaire  de la bible très necessaire à la jeunesse pour apprendre et retenir plus facilement l’histoire Sainte: on y trouve aussi les epoques des ans du monde","Fontaine, Nicolas (Primary)",Lyon,"",aux depens de la société des libraires,Pseudo,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation et permission'.  Source data does not give date of publication.,nbk0013889,"Histoire de la Ste bible contenant le vieu et le nouveau testament avec des explications edifantes tirées des Saints peres pour régler les mœurs dans toutes sortes de conditions, dediée à Mgr le Dauphin par le Sr. de Royaumont Prieur de Sombreval, nouvelle edition augmentée d’un petit dictionnaire  de la bible très necessaires à la jeunesse pour apprendre à retenu plus facilement l’histoire Sainte: on y trouve aussi les epoques des ans du monde","Fontaine, Nicolas (Primary)",Lyon,"",aux depens de la société des libraires,Pseudo,"Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation et permission'.  Source data does not give date of publication, no. of vols or format.",1,1
nbk0013968,"Imitation (l’) de Jesus Christ traduction nouvelle par le Pere Brignon de la Compagnie de Jesus cinquieme edition revue,  corrigée et augmentée de la messe mise à la fin sur l’imprimé","Thomas à Kempis (Primary); Brignon, Jean (Translator)",Paris,"","",Pseudo,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation et permission'.  Source data does not give date of publication.  Source data says this is ‘se vend à Dole chez P. Fr. Tornet imprimeur libraire de la Cour des Comptes de la Ville et du College’.,nbk0013899,Imitation (l’) de Jesus Christ traduction nouvelle par le Père Brignon de la Compagnie de Jesus cinquieme edition revue corrigée et augmentée de la messe mise à la fin sur l’imprimé,"Thomas à Kempis (Primary); Brignon, Jean (Translator)",Paris,"","",Pseudo,"Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation et permission'.  Source data does not give date of publication, format or no. of vols.  Source data says this is ‘se vend à Dole chez P. F. Tornet imprimeur libraire de la Cour des Comptes de la Ville et du College’.  Source data says this is ‘anciennement reli et non declaré’.",1,1
nbk0013969,"Imitation (l’) de Jesus Christ traduction nouvelle par le Pere Brignon de la Compagnie de Jesus cinquieme edition revue,  corrigée et augmentée de la messe mise à la fin sur l’imprimé","Thomas à Kempis (Primary); Brignon, Jean (Translator)","","","",Pseudo,Pirate edition. Edition details as in source data.  May be a false imprint.,nbk0013899,Imitation (l’) de Jesus Christ traduction nouvelle par le Père Brignon de la Compagnie de Jesus cinquieme edition revue corrigée et augmentée de la messe mise à la fin sur l’imprimé,"Thomas à Kempis (Primary); Brignon, Jean (Translator)",Paris,"","",Pseudo,"Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation et permission'.  Source data does not give date of publication, format or no. of vols.  Source data says this is ‘se vend à Dole chez P. F. Tornet imprimeur libraire de la Cour des Comptes de la Ville et du College’.  Source data says this is ‘anciennement reli et non declaré’.",1,1
