place_code,name,alternative_names,town,C18_lower_territory,C18_sovereign_territory,C21_admin,C21_country,geographic_zone,BSR,HRE,EL,IFC,P,HE,HT,WT,PT,PrT,distance_from_neuchatel,notes,geoname,geoname_lat,geoname_lng
pl516,SAINT-DENIS,NULL,SAINT-DENIS,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,403,"Confirmation: most likely Saint-Denis, Paris, as on route for a book order to Paris via Besancon and Saint-Denis. Possibly Saint-Denis was a holding depot? No further evidence is available.",2980916,48.93333,2.36667
pl518,SAINT-DIÉ,Saint-Dié-des-Vosges,SAINT-DIE,Nancy,France,Vosges,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,143,Confirmation: named as sub-delegation of Nancy in 1737.,2980827,48.28333,6.95
pl360,SAINT-DIZIER,NULL,SAINT-DIZIER,Châlons,France,Haute-Marne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,236,Confirmation: is part of généralité of Châlons on 1752 map of Lorraine by Gilles Robert de Vaugondy in Gallica.,2980816,48.63333,4.95
pl361,SAINTE-CROIX,NULL,SAINTE-CROIX,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,37,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).,2658874,46.82203,6.50283
pl372,SAINTES,Xainthes,SAINTES,La Rochelle,France,Charente-Maritime,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,598,NA,2980340,45.75,-0.63333
pl362,SAINT-GALL,"St Gallen, Saint Gallen",SAINT GALLEN,Occupied territories,Swiss confederation,St Gallen,Switzerland,Helvetic,Swiss,0,1,0,0,0,0,0,0,0,192,City under ownership of Swiss Confederation.,2658822,47.42391,9.37477
pl363,SAINT-GEORGE,NULL,SAINT-GEORGE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,74,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,8379126,46.51428,6.2598
pl364,SAINT-JEAN,NULL,SAINT-JEAN,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,14,"Mapping coordinates are taken from reformed Church serving Canton de Neuchâtel Groupement de l'Ouest (Abeille - Les Forges - Saint-Jean - Les Eplatures - La Sagne). Exact location of Saint-Jean uncertain, but Church approximatively equidistant between Les Eplatures and La Sagne. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",NA,NA,NA
pl488,SAINT-JUNIEN,NULL,SAINT-JUNIEN,Limoges,France,Haute-Vienne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,479,NA,2979036,45.88867,0.90143
pl365,SAINT-MAIXANT,Saint-Maixent l'Ecole,SAINT-MAIXENT-L'ECOLE,Poitiers,France,Deux-Sèvres,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,549,"identification after Thierry Rigogne, Between State and Market; he notes presence here of booksellers in Almanac; our correspondents include Brunet, libraire.",2978643,46.41395,-0.20888
pl366,SAINT-MALO,NULL,SAINT-MALO,Rennes,France,Ille-et-Vilaine,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,695,NA,2978640,48.65,-2.01667
pl367,SAINT-MAURICE,NULL,SAINT-MAURICE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,27,"Confirmation: director of posts arrive in 1 day. No further info. Local. Therefore Vaud NOT Saint-Maurice, Valais.  Confirmation: Wrong Saint Maurice; our Saint-Maurice is a hamlet visible in google maps just 300M of centre of Champagne in Vaud, inland from Poissine, 1 1/2 km from lake Neuchatel. Details as for Champagne.",2661224,46.21826,7.0032
pn550,Saint-Mihiel,NULL,Saint-Mihiel,Nancy,France,Meuse,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
pn551,Saint-Omer,NULL,Saint-Omer,Lille,France,Pas-de-Calais,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
pl368,SAINT-PETERSBOURG,Saint Petersburg,SAINT-PETERSBURG,Saint Petersburg,Russia,Leningrad Oblast,Russia,East European,Rest of Europe,0,0,0,0,1,0,0,0,0,2105,"Higher education: the University, founded as a lyceum within the Academy of Sciences in 1724, gained autonomy in 1747.",498817,59.93863,30.31413
pl369,SAINT-QUENTIN,NULL,SAINT-QUENTIN,Amiens,France,Aisne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,417,"Confirmation: letters come via Pontarlier; correspondent, a bookseller, writes from rue St Thomas, which matches modern street. Thierry Rigogne Between State and Market confirms a printer [hence licenced bookseller] was based here in 1764.",2977295,49.84889,3.28757
pl370,SAINT-QUIRIN,NULL,SAINT-QUIRIN,Metz,France,Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,180,"Confirmed on Gilles Robert de Vaugondy's map of Lorraine and the Barrois, 1756.",2977255,48.61018,7.06569
pl371,SAINT-SULPICE,NULL,SAINT-SULPICE,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,29,"Confirmation: place is on route to Besançon and Lyon. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2658859,46.91111,6.56219
pl373,SALINS,Salins-les-Bains,SALINS-les-BAINS,Besançon,France,Jura,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,80,"Confirmation notes: letters arrive in 2-3 days, suggesting Salins French Jura. A bigger place than Salins, Switzerland.",2976413,46.94663,5.87763
pl374,SALON en Provence,Salon-de-Provence,SALON-de-PROVENCE,Provence,France,Bouches-du-Rhône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,399,NA,2976341,43.64074,5.09545
pl375,"SARRAZ, La",NULL,"SARRAZ, La",Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,49,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2660012,46.65863,6.51077
pl376,SARREGUEMINES,NULL,SARREGUEMINES,Nancy,France,Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,236,Confirmation: named as sub-delegation of Nancy in 1737.,2975964,49.10995,7.06747
pl377,SARRELOUIS,Saarlouis,SAARLOUIS,Metz,France,Sarre,Germany,German,Bourbon France,1,0,0,0,0,0,0,0,0,259,Was in Metz généralité despite being enclave in Holy Roman Empire.,2842632,49.31366,6.75154
pl378,SASSEL,NULL,SASSEL,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,24,Confirmation: is described as 'près Payerne'; other details: Dictionnaire historique de la Suisse.,8468929,46.77696,6.8571
pl379,"SAUGEY, Le",NULL,"SAUGEY, Le",Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,71,Confirmation: hamlet in commune of Féchy (Dictionnaire Historique de la Suisse).,NA,NA,NA
pl380,SAULE,Saules,SAULES,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,36,Confirmation: posts via Bienne and talks about Bienne in all letters.,8533473,47.24575,7.22179
pl457,SAUMUR,NULL,SAUMUR,Tours,France,Maine-et-Loire,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,532,Higher education: formerly a university town: the Academy (degrees in arts and theology) created in 1596/1604 was suppressed in 1685.,2975758,47.26667,-0.08333
pl382,SCHAFFHOUSE,NULL,SCHAFFHOUSE,Schaffhouse,Swiss confederation,Schaffhouse,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,151,NA,2658761,47.69732,8.63493
pl381,SCHAFFISHEIM,Schafisheim,SCHAFISHEIM,Berne,Swiss confederation,Aargau,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,101,NA,2658759,47.37664,8.14263
pl383,SCHWYZ,Schwytz,SCHWYZ,Schwyz,Swiss confederation,Schwyz,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,131,NA,2658665,47.02076,8.65414
pl384,SEDAN,NULL,SEDAN,Metz,France,Ardennes,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,335,NA,2975349,49.7,4.95
pl385,SEMUR en AUXOIS,NULL,SEMUR-en-AUXOIS,Burgundy,France,Côte d'Or,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,204,NA,2975143,47.48333,4.33333
pl386,SENNHEIM,Cernay,CERNAY,Strasbourg,France,Haut-Rhin,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,93,Identification uncertain: Could be Senheim Germany. Sennheim France preferred because of spelling and letter from papetiers FÃ¤llma frères - took 7 days to arrive.,3027857,47.8097,7.17699
pl387,SENS,NULL,SENS,Paris,France,Yonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,305,NA,2975050,48.2,3.28333
pl388,SERRIERES,NULL,SERRIERES,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,2,"Subsumed in Neuchâtel according to Dictionnaire Historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2658619,46.98333,6.90323
pl389,SIENNE,"Siena, Sienna",SIENNA,Tuscany,Austrian Italian territories,Tuscany,Italy,Italian,Rest of Europe,0,0,0,0,1,1,0,0,0,535,"Higher education: University founded 1246. For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'.",3166548,43.31822,11.33064
pl390,SIGNAU,NULL,SIGNAU,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,61,NA,2658600,46.91944,7.72418
pl465,SION,NULL,SION,Valais,Valais,Valais,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,90,NA,2658576,46.22739,7.35559
pl391,SOISSONS,NULL,SOISSONS,Soissons,France,Aisne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,377,NA,2974389,49.38167,3.32361
pl392,SOLEURE,Solothurn,SOLOTHURN,Solothurn,Swiss confederation,Solothurn,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,52,NA,2658564,47.20791,7.53714
pl394,SONVILLIERS,Sonvilier,SONVILIER,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,17,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2658553,47.13883,6.96404
pn552,Stenay,NULL,Stenay,Metz,France,Meuse,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
pl395,STOCKHOLM,NULL,STOCKHOLM,Sweden,Sweden,Stockholm County,Sweden,Scandinavian,Rest of Europe,0,0,0,0,0,0,0,0,0,1558,NA,2673730,59.33258,18.0649
pl396,STRASBOURG,NULL,STRASBOURG,Strasbourg,France,Bas-Rhin,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,187,Higher education: the academy founded in 1566/7 awarded degrees in arts and theology and became a full university in 1621; Molsheim University transferred to Strasburg in 1701 and the two institutions merged in 1765. The (combined) University was suppressed in 1793.,2973783,48.58392,7.74553
pl397,TARBES,NULL,TARBES,Auch,France,Hautes-Pyrenées,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,682,From 1784 was part of newly restored généralité of Pau.,2973385,43.23333,0.08333
pl398,TAVANNES,NULL,TAVANNES,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,33,NA,2658415,47.22079,7.19759
pl459,THIELLE (des bords de la),NULL,THIELLE (des bords de la),Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,8,"Confirmation: assumed to be Thielle. As river Thielle forms border, could equally be in Berne. There is also a Thielle river in the Vaud. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'. Confirmation: assumed to be Thielle. As river Thielle forms border, could equally be in Berne. There is also a Thielle river in the Vaud. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2658383,47.021388888888886,7.029166666666667
pl399,THIERS en Auvergne,Thiers,THIERS-en-AUVERGNE,Riom,France,Puy-de-Dôme,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,289,NA,2972857,45.85,3.56667
pl400,THIONVILLE,NULL,THIONVILLE,Metz,France,Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,269,NA,2972811,49.36667,6.16667
pl401,THORBERG,NULL,THORBERG,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,48,Confirmation: hamlet in commune of Krauchthal (Dictionnaire Historique de la Suisse).,2658379,47.00129,7.56544
pl402,THOUNE,Thun,THUN,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,59,NA,2658377,46.75118,7.62166
pl403,TONNEINS,NULL,TONNEINS,Bordeaux,France,Lot-et-Garonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,591,NA,2972468,44.39206,0.31241
pl404,TONNERRE,NULL,TONNERRE,Paris,France,Yonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,243,NA,2972467,47.85628,3.97369
pl405,TOUL,NULL,TOUL,Metz,France,Meurthe-et-Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,204,NA,2972350,48.68333,5.9
pl406,TOULON,NULL,TOULON,Provence,France,Var,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,437,NA,2972328,43.12442,5.92836
pl407,TOULOUSE,NULL,TOULOUSE,Toulouse,France,Haute-Garonne,France,French,Bourbon France,0,0,0,1,1,0,0,0,0,571,University was created in 1229 but suppressed in 1793.,2972315,43.60426,1.44367
pl486,TOURNAY,Tournai,TOURNAI,Hainaut,Austrian Netherlands,Hainaut,Belgium,Belgian,Rest of Europe,1,0,0,0,0,1,0,0,0,478,"Confirmation: is destination for circular letter advertising books and livres philosophiques to other towns Netherlands and Austrian Netherlands region (only). For mapping reasons, the province of Tournai was merged with Hainaut. For mapping reasons and data analysis, the C18 lower territories of Flanders, Hainaut, Brabant and Luxembourg are treated as a single C18 sovereign territory of 'Austrian Netherlands' separate from the rest of the 'Austrian Empire'.  Confirmation: Wrong country. Try Belgium",2785341,43.18438,0.24454
pl408,TOURS,NULL,TOURS,Tours,France,Indre-et-Loire,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,475,NA,2972191,47.39484,0.70398
pl409,TRAVERS,NULL,TRAVERS,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,20,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2658328,46.94018,6.67595
pl504,TRIESTE,NULL,TRIESTE,Carniola,Austrian Empire,Friuli-Venezia Giulia,Italy,Austro-Hungarian,Rest of Europe,1,0,0,0,0,1,0,0,0,548,"Confirmation: confirmed, google maps",3165185,45.64953,13.77678
pl410,TROYES,NULL,TROYES,Châlons,France,Aube,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,259,NA,2971549,48.30073,4.08524
pl411,TUBINGUE,Tübingen,TÜBINGEN,Duchy of Wurttemberg,Wurttemberg,Baden-Wurttemberg,Germany,German,Rest of Europe,1,0,0,0,1,0,1,0,0,233,Higher education: University created in 1476.,2820860,48.52266,9.05222
pn553,Tulle,NULL,Tulle,Limoges,France,Limousin,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,Actual departement name (C21 lower territory should be Corrèze,NA,NA,NA
pl412,TURIN,NULL,TURIN,Piedmont,Piedmont,Piedmont,Italy,Italian,Rest of Europe,0,0,0,0,1,0,0,0,0,221,The C18 sovereign territory 'Sardinia' was renamed 'Piedmont' to avoid confusion with the island of 'Sardinia' which did not receive any books. Higher education: University founded 1404.  Confirmation: confirmed. Not clear why discrepancy,3165524,45.07049,7.68682
pl413,ULM,NULL,ULM,Ulm,Ulm,Baden-Wurttemberg,Germany,German,Rest of Europe,1,0,1,0,0,0,0,0,0,279,NA,2820256,48.39841,9.99155
pl514,UTRECHT,NULL,UTRECHT,Utrecht,United Provinces,Utrecht,Netherlands,Dutch,Rest of Europe,0,0,0,0,1,0,0,0,0,581,Higher education: Illustrious School created in 1632 gained university status in 1636.,2745912,52.09083,5.12222
pl414,UZÈS,NULL,UZÈS,Montpellier,France,Gard,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,385,NA,2971258,44.01362,4.41529
pl448,VÉRONE,Verona,VERONA,Venice,Venice,Veneto,Italy,Italian,Rest of Europe,0,0,0,0,0,0,0,0,0,358,NA,3164527,45.4299,10.98444
pl416,VALENCE,Valencia,VALENCIA,Valencia,Spain,Valencia,Spain,Iberian,Rest of Europe,0,0,0,0,1,0,0,0,0,1024,Confirmation: MS 1000A clarifies that this is in Spain. Higher education: University founded 1500.,2509954,39.46975,-0.37739
pl415,VALENCE en Dauphiné,NULL,VALENCE-en-DAUPHINÉ,Grenoble,France,Drôme,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,278,Higher education: the University was created in 1452 and absorbed the University of Grenoble in 1565/7. It was suppressed in 1793. Higher education: the University was created in 1452 and absorbed the University of Grenoble in 1565/7. It was suppressed in 1793.,2971053,44.92777777777778,4.895
pl417,VALENCIENNES,NULL,VALENCIENNES,Valenciennes,France,Nord,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,451,NA,2971041,50.35,3.53333
pl511,VALLENGIN,Valangin,VALANGIN,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,3,"Confirmation: even with variant spellings, only candidate in Google Earth and Dictionnaire Historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2658204,47.01606,6.90669
pl418,VALLON,NULL,VALLON,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,12,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,8533360,46.88379,6.95543
pm533,Vannes,Null,Vannes,Rennes,France,Morbihan,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
pl419,VARSOVIE,Warsaw,WARSAW,Poland,Poland,Masovia,Poland,East European,Rest of Europe,0,0,0,0,0,0,0,0,0,1172,Annexed to Prussia 1795.,756135,52.22977,21.01178
pl420,VAUMARCUS,NULL,VAUMARCUS,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,18,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",11048568,46.87799,6.75874
pm534,Vendôme,Null,Vendôme,Orléans,France,Loir-et-Cher,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
pl421,VENISE,Venice,VENICE,Venice,Venice,Veneto,Italy,Italian,Rest of Europe,0,0,0,0,1,0,0,0,0,452,Higher education: Faculty of medicine with university status created in 1470.,3164603,45.43713,12.33265
pl422,VERAGAGRA,"Vergara, Bergara",BERGARA,Basque Country,Spain,Basque Country,Spain,Iberian,Rest of Europe,0,0,0,0,0,0,0,0,0,878,Confirmation: described as 'près Bilbao'.,3106090,43.1151,-2.4175
pl423,VERDUN,NULL,VERDUN,Metz,France,Meuse,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,267,NA,2969958,49.16667,5.38333
pl424,VERRIÈRES,NULL,VERRIÈRES,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,35,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2659912,46.90413,6.48039
pl425,VERSAILLES,NULL,VERSAILLES,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,411,NA,2969679,48.80359,2.13424
pl426,VERSOIX,NULL,VERSOIX,Geneva,Geneva,Geneva,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,98,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2658151,46.28382,6.16214
pm535,Vesoul,Null,Vesoul,Besançon,France,Haute-Saône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
pl427,VEVEY,NULL,VEVEY,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,59,NA,2658145,46.46299,6.84345
pl428,VIENNE,Vienna,VIENNA,Lower Austria,Austrian Empire,Vienna,Austria,Austro-Hungarian,Rest of Europe,1,0,0,0,1,1,0,0,0,722,Higher education: the University was founded in 1365.,2761369,48.20849,16.37208
pl429,VILARS,NULL,VILARS,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,5,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",7670454,47.03304,6.92784
pl455,VILLEFRANCHE,Villefranche-sur-Saône,VILLEFRANCHE,Lyon,France,Rhône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,203,Confirmation: correspondence shows is Villefranche-sur-Saône; presence of Roland de la Platière additional evidence.,2968748,45.98333,4.71667
pl430,"VILLETTE, La",NULL,"VILLETTE, La",Caen,France,Calvados,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,597,Confirmation: Robert de Vaugondy map of Normandie (1758): 4 miles North of Condé sur Noireau.,3005468,48.91188,-0.54316
pl431,VOUVRY,NULL,VOUVRY,Valais,Valais,Valais,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,73,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2658093,46.33746,6.8895
pl432,VRAICHAMP-DOCELLES,NULL,VRAICHAMP-DOCELLES,Nancy,France,Vosges,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,130,NA,3021288,48.14472222222222,6.612777777777778
pl433,VUILLAFANS,NULL,VUILLAFANS,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,55,NA,2967547,47.06481,6.21528
pl434,WARKLAND,Varaklani,WARKLAND,Livonia,Russia,Latgallia,Latvia,East European,Rest of Europe,0,0,0,0,0,0,0,0,0,1724,Confirmation: apparently Varaklani or Werkelen.,454530,56.60826,26.75377
pl435,WARTHAUSEN,NULL,WARTHAUSEN,Stadion-Warthausen,Stadion-Warthausen,Baden-Wurttemberg,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,250,NA,2813914,48.12863,9.79749
pl436,WESEL,NULL,WESEL,Cleves,Prussia: Cleves,North Rhine-Westphalia,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,1,520,NA,2810678,51.6669,6.62037
pl437,WINTERTHOUR,Winterthur,WINTERTHUR,Zurich,Swiss confederation,Zurich,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,147,NA,2657970,47.50564,8.72413
pl438,WISMAR,NULL,WISMAR,Wismar,Sweden,Mecklenberg-Vorpommern,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,832,NA,2807465,53.89314,11.45286
pl446,WORMS,NULL,WORMS,Worms,Worms,Rhineland-Palatinate,Germany,German,Rest of Europe,1,0,1,0,0,0,0,0,0,312,NA,2806142,49.63278,8.35916
pl494,WURTTEMBERG,NULL,WURTTEMBERG,Duchy of Wurttemberg,Wurttemberg,Baden-Wurttemberg,Germany,German,Rest of Europe,1,0,0,0,0,0,1,0,0,242,Confirmation: Have not got to bottom of this yet; apparently county of Wurttemberg but no town.,NA,NA,NA
pl483,YPRES,NULL,YPRES,Flanders,Austrian Netherlands,West Flanders,Belgium,Belgian,Rest of Europe,1,0,0,0,0,1,0,0,0,521,"For mapping reasons and data analysis, the C18 lower territories of Flanders, Hainaut, Brabant and Luxembourg are treated as a single C18 sovereign territory of 'Austrian Netherlands' separate from the rest of the 'Austrian Empire'.",2795100,50.85114,2.88569
pl439,YVERDON,NULL,YVERDON,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,32,NA,2657941,46.77852,6.64115
pl440,ZOUG,Zug,ZUG,Zug,Swiss confederation,Zug,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,122,NA,2657908,47.17242,8.51745
pl441,ZURICH,NULL,ZURICH,Zurich,Swiss confederation,Zurich,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,129,NA,2657896,47.36667,8.55
pq554,ALFORT,Maisons-Alfort,ALFORT,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,"ID notes for Confiscations Registers data: Hamlet outside Paris, since revolution merged with neighbouring village of Maisons to become Maisons-Alfort. Geonames & Wikipedia have no alternative suggestions.   ID notes for Confiscations Registers data: Hamlet outside Paris, since revolution merged with neighbouring village of Maisons to become Maisons-Alfort. Geonames & Wikipedia have no alternative suggestions.",2996568,48.81166666666667,2.4394444444444443
pq555,ANGOULÊME,NULL,ANGOULÊME,Limoges,France,Charente,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,NA,3037598,45.65,0.15
pq556,ARLES,NULL,ARLES,Provence,France,Bouches-du-Rhône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,ID notes for Confiscations Registers data: Major town; other Arles in France unlikely.   ID notes for Confiscations Registers data: Major town; other Arles in France unlikely.,3036938,43.67666666666667,4.630277777777778
pq557,ARPAJON,NULL,ARPAJON,Paris,France,Essonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,ID notes for Confiscations Registers data: Town near Paris much more likely than rival candidate Arpajon-sur-Cere in arondissement of Aurillac. Both were towns of a little under 2000 inhabitants in 1793. Sole consignment from Arpajon in confiscation registers is a set of clandestine erotic works. Neither Arpajon was a printing or bookselling centre.   ID notes for Confiscations Registers data: Town near Paris much more likely than rival candidate Arpajon-sur-Cere in arondissement of Aurillac. Both were towns of a little under 2000 inhabitants in 1793. Sole consignment from Arpajon in confiscation registers is a set of clandestine erotic works. Neither Arpajon was a printing or bookselling centre.,3036823,48.58861111111111,2.2466666666666666
pq558,BACCARAT,NULL,BACCARAT,Nancy,France,Meurthe et Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: Only candidate in Geonames / wikipedia   ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: Only candidate in Geonames / wikipedia,3035498,48.44972222222222,6.739444444444445
