,name,alternative_names,town,C18_lower_territory,C18_sovereign_territory,C21_admin,C21_country,geographic_zone,BSR,HRE,EL,IFC,P,HE,HT,WT,PT,PrT,distance_from_neuchatel,latitude,longitude,notes
pl369,SAINT-QUENTIN,NULL,SAINT-QUENTIN,Amiens,France,Aisne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,417,49.84817778,3.28821667,"Confirmation: letters come via Pontarlier; correspondent, a bookseller, writes from rue St Thomas, which matches modern street. Thierry Rigogne Between State and Market confirms a printer [hence licenced bookseller] was based here in 1764."
pl370,SAINT-QUIRIN,NULL,SAINT-QUIRIN,Metz,France,Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,180,48.60939444,7.06437778,"Confirmed on Gilles Robert de Vaugondy's map of Lorraine and the Barrois, 1756."
pl371,SAINT-SULPICE,NULL,SAINT-SULPICE,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,29,46.90941389,6.55591389,"Confirmation: place is on route to Besançon and Lyon. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl373,SALINS,Salins-les-Bains,SALINS-les-BAINS,Besançon,France,Jura,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,80,46.94320278,5.87991111,"Confirmation notes: letters arrive in 2-3 days, suggesting Salins French Jura. A bigger place than Salins, Switzerland."
pl374,SALON en Provence,Salon-de-Provence,SALON-de-PROVENCE,Provence,France,Bouches-du-Rhône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,399,43.64050556,5.08660278,NULL
pl375,"SARRAZ, La",NULL,"SARRAZ, La",Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,49,46.65916111,6.51421944,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl376,SARREGUEMINES,NULL,SARREGUEMINES,Nancy,France,Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,236,49.11390556,7.07191667,Confirmation: named as sub-delegation of Nancy in 1737.
pl377,SARRELOUIS,Saarlouis,SAARLOUIS,Metz,France,Sarre,Germany,German,Bourbon France,1,0,0,0,0,0,0,0,0,259,49.31567778,6.75034722,Was in Metz généralité despite being enclave in Holy Roman Empire.
pl378,SASSEL,NULL,SASSEL,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,24,46.77669722,6.85685833,Confirmation: is described as 'près Payerne'; other details: Dictionnaire historique de la Suisse.
pl379,"SAUGEY, Le",NULL,"SAUGEY, Le",Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,71,46.47935,6.37148611,Confirmation: hamlet in commune of Féchy (Dictionnaire Historique de la Suisse).
pl380,SAULE,Saules,SAULES,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,36,47.24426667,7.21855,Confirmation: posts via Bienne and talks about Bienne in all letters.
pl457,SAUMUR,NULL,SAUMUR,Tours,France,Maine-et-Loire,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,532,47.25554722,-0.08342222,Higher education: formerly a university town: the Academy (degrees in arts and theology) created in 1596/1604 was suppressed in 1685.
pl382,SCHAFFHOUSE,NULL,SCHAFFHOUSE,Schaffhouse,Swiss confederation,Schaffhouse,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,151,47.69746667,8.63222778,NULL
pl381,SCHAFFISHEIM,Schafisheim,SCHAFISHEIM,Berne,Swiss confederation,Aargau,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,101,47.37736111,8.14270833,NULL
pl383,SCHWYZ,Schwytz,SCHWYZ,Schwyz,Swiss confederation,Schwyz,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,131,47.02099167,8.65351389,NULL
pl384,SEDAN,NULL,SEDAN,Metz,France,Ardennes,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,335,49.70101944,4.94447778,NULL
pl385,SEMUR en AUXOIS,NULL,SEMUR-en-AUXOIS,Burgundy,France,Côte d'Or,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,204,47.49056389,4.33198889,NULL
pl386,SENNHEIM,Cernay,CERNAY,Strasbourg,France,Haut-Rhin,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,93,47.808975,7.17568056,Identification uncertain: Could be Senheim Germany. Sennheim France preferred because of spelling and letter from papetiers FÃ¤llma frères - took 7 days to arrive.
pl387,SENS,NULL,SENS,Paris,France,Yonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,305,48.19775833,3.28717778,NULL
pl388,SERRIERES,NULL,SERRIERES,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,2,46.98343889,6.90328611,"Subsumed in Neuchâtel according to Dictionnaire Historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl389,SIENNE,"Siena, Sienna",SIENNA,Tuscany,Austrian Italian territories,Tuscany,Italy,Italian,Rest of Europe,0,0,0,0,1,1,0,0,0,535,43.31866111,11.33051389,"Higher education: University founded 1246. For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'."
pl390,SIGNAU,NULL,SIGNAU,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,61,46.92178611,7.72754722,NULL
pl465,SION,NULL,SION,Valais,Valais,Valais,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,90,46.23240833,7.35848611,NULL
pl391,SOISSONS,NULL,SOISSONS,Soissons,France,Aisne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,377,49.38231944,3.32771667,NULL
pl392,SOLEURE,Solothurn,SOLOTHURN,Solothurn,Swiss confederation,Solothurn,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,52,47.20695833,7.53331111,NULL
pl394,SONVILLIERS,Sonvilier,SONVILIER,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,17,47.139025,6.96463889,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pn552,Stenay,NULL,Stenay,Metz,France,Meuse,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,49°29?27?N ,5°11?11?E,
pl395,STOCKHOLM,NULL,STOCKHOLM,Sweden,Sweden,Stockholm County,Sweden,Scandinavian,Rest of Europe,0,0,0,0,0,0,0,0,0,1558,59.332725,18.06445278,NULL
pl396,STRASBOURG,NULL,STRASBOURG,Strasbourg,France,Bas-Rhin,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,187,48.58293333,7.74374722,Higher education: the academy founded in 1566/7 awarded degrees in arts and theology and became a full university in 1621; Molsheim University transferred to Strasburg in 1701 and the two institutions merged in 1765. The (combined) University was suppressed in 1793.  
pl397,TARBES,NULL,TARBES,Auch,France,Hautes-Pyrenées,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,682,43.23286389,0.07411944,From 1784 was part of newly restored généralité of Pau.
pl398,TAVANNES,NULL,TAVANNES,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,33,47.22008333,7.19979722,NULL
pl459,THIELLE (des bords de la),NULL,THIELLE (des bords de la),Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,8,47.02011111,7.02846111,"Confirmation: assumed to be Thielle. As river Thielle forms border, could equally be in Berne. There is also a Thielle river in the Vaud. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl399,THIERS en Auvergne,Thiers,THIERS-en-AUVERGNE,Riom,France,Puy-de-Dôme,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,289,45.85524722,3.54823611,NULL
pl400,THIONVILLE,NULL,THIONVILLE,Metz,France,Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,269,49.35708333,6.16844722,NULL
pl401,THORBERG,NULL,THORBERG,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,48,47.00251944,7.56440556,Confirmation: hamlet in commune of Krauchthal (Dictionnaire Historique de la Suisse).
pl402,THOUNE,Thun,THUN,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,59,46.75258056,7.62333889,NULL
pl403,TONNEINS,NULL,TONNEINS,Bordeaux,France,Lot-et-Garonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,591,44.38979722,0.31048611,NULL
pl404,TONNERRE,NULL,TONNERRE,Paris,France,Yonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,243,47.85649167,3.97466944,NULL
pl405,TOUL,NULL,TOUL,Metz,France,Meurthe-et-Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,204,48.68345833,5.8951,NULL
pl406,TOULON,NULL,TOULON,Provence,France,Var,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,437,43.12516111,5.93111111,NULL
pl407,TOULOUSE,NULL,TOULOUSE,Toulouse,France,Haute-Garonne,France,French,Bourbon France,0,0,0,1,1,0,0,0,0,571,43.60436389,1.44295,University was created in 1229 but suppressed in 1793. 
pl486,TOURNAY,Tournai,TOURNAI,Hainaut,Austrian Netherlands,Hainaut,Belgium,Belgian,Rest of Europe,1,0,0,0,0,1,0,0,0,478,50.60586667,3.38845,"Confirmation: is destination for circular letter advertising books and livres philosophiques to other towns Netherlands and Austrian Netherlands region (only). For mapping reasons, the province of Tournai was merged with Hainaut. For mapping reasons and data analysis, the C18 lower territories of Flanders, Hainaut, Brabant and Luxembourg are treated as a single C18 sovereign territory of 'Austrian Netherlands' separate from the rest of the 'Austrian Empire'."
pl408,TOURS,NULL,TOURS,Tours,France,Indre-et-Loire,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,475,47.39029444,0.68885,NULL
pl409,TRAVERS,NULL,TRAVERS,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,20,46.94023333,6.67599722,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl504,TRIESTE,NULL,TRIESTE,Carniola,Austrian Empire,Friuli-Venezia Giulia,Italy,Austro-Hungarian,Rest of Europe,1,0,0,0,0,1,0,0,0,548,45.694525,13.74733889,NULL
pl410,TROYES,NULL,TROYES,Châlons,France,Aube,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,259,48.29746944,4.0748,NULL
pl411,TUBINGUE,Tübingen,TÜBINGEN,Duchy of Wurttemberg,Wurttemberg,Baden-Wurttemberg,Germany,German,Rest of Europe,1,0,0,0,1,0,1,0,0,233,48.52290278,9.05209722,Higher education: University created in 1476.
pn553,Tulle,NULL,Tulle,Limoges,France,Limousin,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,45°16?02?N ,1°45?56?E,Actual departement name (C21 lower territory should be Corrèze
pl412,TURIN,NULL,TURIN,Piedmont,Piedmont,Piedmont,Italy,Italian,Rest of Europe,0,0,0,0,1,0,0,0,0,221,45.41261111,7.68671111,The C18 sovereign territory 'Sardinia' was renamed 'Piedmont' to avoid confusion with the island of 'Sardinia' which did not receive any books. Higher education: University founded 1404. 
pl413,ULM,NULL,ULM,Ulm,Ulm,Baden-Wurttemberg,Germany,German,Rest of Europe,1,0,1,0,0,0,0,0,0,279,48.39962222,9.99660833,NULL
pl514,UTRECHT,NULL,UTRECHT,Utrecht,United Provinces,Utrecht,Netherlands,Dutch,Rest of Europe,0,0,0,0,1,0,0,0,0,581,52.09126111,5.12274722,Higher education: Illustrious School created in 1632 gained university status in 1636.
pl414,UZÈS,NULL,UZÈS,Montpellier,France,Gard,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,385,44.01070278,4.41898889,NULL
pl448,VÉRONE,Verona,VERONA,Venice,Venice,Veneto,Italy,Italian,Rest of Europe,0,0,0,0,0,0,0,0,0,358,45.44200556,10.99548611,NULL
pl416,VALENCE,Valencia,VALENCIA,Valencia,Spain,Valencia,Spain,Iberian,Rest of Europe,0,0,0,0,1,0,0,0,0,1024,39.47023889,-0.37680278,Confirmation: MS 1000A clarifies that this is in Spain. Higher education: University founded 1500.
pl415,VALENCE en Dauphiné,NULL,VALENCE-en-DAUPHINÉ,Grenoble,France,Drôme,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,278,44.93046111,4.89025278,Higher education: the University was created in 1452 and absorbed the University of Grenoble in 1565/7. It was suppressed in 1793. 
pl417,VALENCIENNES,NULL,VALENCIENNES,Valenciennes,France,Nord,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,451,50.35763333,3.52348889,NULL
pl511,VALLENGIN,Valangin,VALANGIN,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,3,47.01607222,6.90658333,"Confirmation: even with variant spellings, only candidate in Google Earth and Dictionnaire Historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl418,VALLON,NULL,VALLON,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,12,46.88287778,6.950675,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pm533,Vannes,Null,Vannes,Rennes,France,Morbihan,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,47° 39? 21.24? N,2° 45? 37.08? W,
pl419,VARSOVIE,Warsaw,WARSAW,Poland,Poland,Masovia,Poland,East European,Rest of Europe,0,0,0,0,0,0,0,0,0,1172,52.25999722,21.02,Annexed to Prussia 1795.
pl420,VAUMARCUS,NULL,VAUMARCUS,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,18,46.87835833,6.75723611,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pm534,Vendôme,Null,Vendôme,Orléans,France,Loir-et-Cher,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,47° 47? 36.96? N,1° 3? 59.04? E,
pl421,VENISE,Venice,VENICE,Venice,Venice,Veneto,Italy,Italian,Rest of Europe,0,0,0,0,1,0,0,0,0,452,45.43449167,12.33839722,Higher education: Faculty of medicine with university status created in 1470.
pl422,VERAGAGRA,"Vergara, Bergara",BERGARA,Basque Country,Spain,Basque Country,Spain,Iberian,Rest of Europe,0,0,0,0,0,0,0,0,0,878,43.11821667,-2.41335833,Confirmation: described as 'près Bilbao'.
pl423,VERDUN,NULL,VERDUN,Metz,France,Meuse,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,267,49.15901667,5.38399722,NULL
pl424,VERRIÈRES,NULL,VERRIÈRES,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,35,46.90411389,6.48021111,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl425,VERSAILLES,NULL,VERSAILLES,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,411,48.80233056,2.12982222,NULL
pl426,VERSOIX,NULL,VERSOIX,Geneva,Geneva,Geneva,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,98,46.28228889,6.16596667,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pm535,Vesoul,Null,Vesoul,Besançon,France,Haute-Saône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,47° 37? 23.16? N,6° 9? 20.88? E,
pl427,VEVEY,NULL,VEVEY,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,59,46.45890556,6.84716111,NULL
pl428,VIENNE,Vienna,VIENNA,Lower Austria,Austrian Empire,Vienna,Austria,Austro-Hungarian,Rest of Europe,1,0,0,0,1,1,0,0,0,722,48.22,16.37,Higher education: the University was founded in 1365.
pl429,VILARS,NULL,VILARS,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,5,47.03145278,6.92682222,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl455,VILLEFRANCHE,Villefranche-sur-Saône,VILLEFRANCHE,Lyon,France,Rhône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,203,45.98986389,4.71875278,Confirmation: correspondence shows is Villefranche-sur-Saône; presence of Roland de la Platière additional evidence.
pl430,"VILLETTE, La",NULL,"VILLETTE, La",Caen,France,Calvados,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,597,48.91236389,-0.54383611,Confirmation: Robert de Vaugondy map of Normandie (1758): 4 miles North of Condé sur Noireau.
pl431,VOUVRY,NULL,VOUVRY,Valais,Valais,Valais,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,73,46.33758889,6.891625,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl432,VRAICHAMP-DOCELLES,NULL,VRAICHAMP-DOCELLES,Nancy,France,Vosges,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,130,48.14338056,6.61716111,NULL
pl433,VUILLAFANS,NULL,VUILLAFANS,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,55,47.06508611,6.21616389,NULL
pl434,WARKLAND,Varaklani,WARKLAND,Livonia,Russia,Latgallia,Latvia,East European,Rest of Europe,0,0,0,0,0,0,0,0,0,1724,56.60819444,26.75441944,Confirmation: apparently Varaklani or Werkelen.
pl435,WARTHAUSEN,NULL,WARTHAUSEN,Stadion-Warthausen,Stadion-Warthausen,Baden-Wurttemberg,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,250,48.12885833,9.79789722,NULL
pl436,WESEL,NULL,WESEL,Cleves,Prussia: Cleves,North Rhine-Westphalia,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,1,520,51.66082778,6.60915556,NULL
pl437,WINTERTHOUR,Winterthur,WINTERTHUR,Zurich,Swiss confederation,Zurich,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,147,47.49987778,8.72616111,NULL
pl438,WISMAR,NULL,WISMAR,Wismar,Sweden,Mecklenberg-Vorpommern,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,832,53.88821389,11.46201667,NULL
pl446,WORMS,NULL,WORMS,Worms,Worms,Rhineland-Palatinate,Germany,German,Rest of Europe,1,0,1,0,0,0,0,0,0,312,49.63064444,8.35791111,NULL
pl494,WURTTEMBERG,NULL,WURTTEMBERG,Duchy of Wurttemberg,Wurttemberg,Baden-Wurttemberg,Germany,German,Rest of Europe,1,0,0,0,0,0,1,0,0,242,48.66170833,9.00354167,NULL
pl483,YPRES,NULL,YPRES,Flanders,Austrian Netherlands,West Flanders,Belgium,Belgian,Rest of Europe,1,0,0,0,0,1,0,0,0,521,50.85,2.88419167,"For mapping reasons and data analysis, the C18 lower territories of Flanders, Hainaut, Brabant and Luxembourg are treated as a single C18 sovereign territory of 'Austrian Netherlands' separate from the rest of the 'Austrian Empire'."
pl439,YVERDON,NULL,YVERDON,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,32,46.77869167,6.6414,NULL
pl440,ZOUG,Zug,ZUG,Zug,Swiss confederation,Zug,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,122,47.16619167,8.51541389,NULL
pl441,ZURICH,NULL,ZURICH,Zurich,Swiss confederation,Zurich,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,129,47.38,8.54,NULL
pq554,ALFORT,Maisons-Alfort,ALFORT,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 48° 48' 42'',E 2° 26' 22'',"ID notes for Confiscations Registers data: Hamlet outside Paris, since revolution merged with neighbouring village of Maisons to become Maisons-Alfort. Geonames & Wikipedia have no alternative suggestions."
pq555,ANGOULÊME,NULL,ANGOULÊME,Limoges,France,Charente,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 45° 39' 0'',E 0° 9' 0'',
pq556,ARLES,NULL,ARLES,Provence,France,Bouches-du-Rhône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 43° 40' 36'',E 4° 37' 49'',ID notes for Confiscations Registers data: Major town; other Arles in France unlikely.
pq557,ARPAJON,NULL,ARPAJON,Paris,France,Essonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 48° 35' 19'',E 2° 14' 48'',ID notes for Confiscations Registers data: Town near Paris much more likely than rival candidate Arpajon-sur-Cere in arondissement of Aurillac. Both were towns of a little under 2000 inhabitants in 1793. Sole consignment from Arpajon in confiscation registers is a set of clandestine erotic works. Neither Arpajon was a printing or bookselling centre.
pq558,BACCARAT,NULL,BACCARAT,Nancy,France,Meurthe et Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 48° 26' 59'',E 6° 44' 22'',ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: Only candidate in Geonames / wikipedia
pq559,BEAUVOISIN,NULL,BEAUVOISIN,Montpellier,France,Gard,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 43° 43' 6'',E 4° 19' 24'',"ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: Presumably the commune near Nimes (Gard) not tiny settlements in Jura or Drome. It is possible that all or some of consignments linked to Beauvoisin actually came from Le Pont de Beauvoisin (Isere), which was a frontier crossing point and source of at least two other confiscations. However, clerk appears to have crossed out 'pont de' in entry dated 18 March 1788."
pq560,BEZIERS,NULL,BEZIERS,Montpellier,France,Hérault,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 43° 20' 28'',E 3° 12' 50'',ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: ID notes for Confiscations Registers data: Only candidate in Geonames / wikipedia
pq561,BOULOGNE-SUR-MER,Boulogne,BOULOGNE-SUR-MER,Amiens,France,Pas de Calais,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 50° 43' 0'',E 1° 37' 0'',
pq562,BOURGFELDEN,Bourgfeld; Saint-Louis,BOURGFELDEN,Strasbourg,France,Haut-Rhin,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 47° 34' 38'',E 7° 33' 5'',"ID notes for Confiscations Registers data: Bourgfelden or Bourgfeld, frontier settlement now part of Saint-Louis commune in Alsace."
pq563,BRIVES,Brives-Charensac,BRIVES,Montpellier,France,Haute-Loire,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 45° 2' 48'',E 3° 55' 36'',"ID notes for Confiscations Registers data: Probably, and presumed to be, Brives in Haute-Loire, now conjoined with Charensac as Brives-Charensac, site of medieval bridge and thus on major routes. Brives had a population of 388 in 1793. However, village of Brives in Indre is also possible; but hamlets of same name in Mayenne and Brives-sur-ID notes for Confiscations Registers data: Charente in Charente Maritime are so small that they should be considered unlikely. Both customs register and confiscation register give Brives in plural, so unlikely to be Brive-la-Gaillarde, which was known as Brive until 1919, even though it was by far the largest of these places (population  of over 6000 in 1793). Sole copy of only confiscated book coming from Brives gives no clues to help with location."
pq564,CAUSSADE,NULL,CAUSSADE,Montauban,France,Tarn-et-Garonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 44° 9' 38'',E 1° 32' 20'',ID notes for Confiscations Registers data: Caussade (nr Montauban) only credible match.
pq565,"FUTELAYE, La",Champigny-La-Futelaye,"FUTELAYE, La",Rouen,France,Eure,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 48° 51' 50'',E 1° 17' 50'',ID notes for Confiscations Registers data: Only La Futelaye in France. Spelling clear in customs register. La Futelaye was joined with commune of Champigny in 1845 to make the commune of Champigny-La-Futelaye.
pq566,CHARLEVILLE,Charleville-Mézières,CHARLEVILLE,Châlons,France,Ardennes,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 49° 46' 22'',E 4° 43' 6'',"ID notes for Confiscations Registers data: Now part of Charleville-Mézières: the two towns are treated as separate in this database; ID after Geonames, using Bureau de poste de Charleville-Mézières Theatre, which is nearer the historic centre of Charleville (place Ducale) than the Mairie. Charleville was an entry point to France on route from Bouillon and Liege."
pq567,CHATEAU-THIERRY,NULL,CHATEAU-THIERRY,Soissons,France,Aisne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 49° 3' 0'',E 3° 24' 0'',"ID notes for Confiscations Registers data: After geonames. Town had one bookseller, Francois Mathieu, according to 1781 Almanac de la Librairie."
pq568,CHOISY-LE-ROI,Choisy,CHOISY-LE-ROI,Paris,France,Val-de-Marne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 48° 46' 6'',E 2° 25' 7'',"ID notes for Confiscations Registers data: Various other much smaller places could be intended; but Choisy-le-Roi (known as Choisy til Louis XV acquired local chateau) is for size, importance and proximity to Paris significantly more likely than other places in Haute-Savoie (Choisy);  Oise (Choisy-au-Bac; Choisy-la-Victoire) and Seine-et-Marne (Choisy-en-Brie); or Cote d'Or (Choisy-les-Semur)."
pq569,"CURE, La",La Cure,"CURE, La",Besançon,France,Jura,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 46° 27' 53'',E 6° 4' 27'',"ID notes for Confiscations Registers data: Almost certainly the tiny commune of La Cure in Jura/Vaud which now straddles the Geneva/France border, but was in C18 entirely in France. The only  other candidate appears to be Geonames only populated place in France is N 46°40?35? E 2°25?59?. La Cure is approx. 2 km along the road from Les Rousses to Switzerland."
pq570,DREUX,NULL,DREUX,Paris,France,Eure-et-Loire,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 48° 44' 0'',E 1° 22' 0'',"ID notes for Confiscations Registers data: After geonames. This was a bookselling town: two booksellers listed in 1781 Almanach de la Librairie, viz Francois Labatte and Charles Lallier."
pq571,EPERNAY,Epernai,EPERNAY,Châlons,France,Marne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 49° 3' 0'',E 3° 57' 0'',ID notes for Confiscations Registers data: After geonames
pq572,FONTENAY-le-COMTE,Fontenay,FONTENAY-le-COMTE,Poitiers,France,Vendée,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 46° 28' 0'',W 0° 49' 0'',"ID notes for Confiscations Registers data: Assumed Fontenay-le-Comte is the town intended by all refs to Fontenay, since at least one reference links to books (Absence d'un frere) published at Fontenay-le-comte by Ambroise Cochon de Chambonneau ; et se trouve a? Paris, chez Onfroy (1786). Onfroy received both consignments sent to 'Fontenay'. This was also a place significant enough to feature repeatedly in 1781 Almanach de la librairie. (NB. However, note also existence of Fontenay-sous-Bois by the Bois de Boulogne outside Paris and many other minor Fontenays)."
