stn_abbreviated_title,edition,number_of_volumes,author_name,copies_ordered,date,full_book_title,darnton_record_id,client_name,client_code,total_number_of_volumes
Eloges du roi de Prusse,NA,NA,Jacques-Antoine-Hippolyte de Guibert,13,1788-05-07,Eloges du roi de Prusse,139,Charmet,cl0274,NA
Emile,NA,4,Jean-Jacques Rousseau,2,NA,Emile ou de l'éducation,140,Charmet,cl0274,8
Enfants élevés suivant l'ordre de la nature,12,NA,Jean-Louis de Fourcroy (1717-1799),12,1775-05-17,"Enfans élevés (Les) dans l'ordre de la nature, ou Abrégé de l'histoire naturelle des enfans du premier âge, à l'usage des pères et mères de famille
",141,Charmet,cl0274,NA
Enfants élevés suivant l'ordre de la nature,12,NA,Jean-Louis de Fourcroy (1717-1799),6,1775-05-29,"Enfans élevés (Les) dans l'ordre de la nature, ou Abrégé de l'histoire naturelle des enfans du premier âge, à l'usage des pères et mères de famille
",142,Charmet,cl0274,NA
Enfants élevés suivant l'ordre de la nature,12,NA,Jean-Louis de Fourcroy (1717-1799),12,1775-08-13,"Enfans élevés (Les) dans l'ordre de la nature, ou Abrégé de l'histoire naturelle des enfans du premier âge, à l'usage des pères et mères de famille
",143,Charmet,cl0274,NA
Entretiens drames par Mme de Lafite,NA,NA,Marie-Elisabeth Boué de Lafite,2,1788-05-07,"Entretiens, drames et contes moraux à l’usage des enfants",144,Charmet,cl0274,NA
Epreuves du sentiment,8,4,François Thomas Marie de Baculard d'Arnaud,6,1775-09-24,Epreuves du sentimen,145,Charmet,cl0274,24
Eriphile de Voltaire,8,NA,François-Marie Arouet dit Voltaire,6,1781-05-18,"Eriphyle, tragédie de M. de Voltaire. Représentée par les Comédiens ordinaires du Roi, le vendredi 7 mars 1732. Pièce que l'auteur s'étoit opposé qu'elle fût imprimée de son vivant",146,Charmet,cl0274,NA
Espion dévalisé (l'),8,NA,Armand-Henry Baudouin de Pléneuf de Guémadeuc,6,1782-08-16,Espion (L') dévalisé,147,Charmet,cl0274,NA
Espion dévalisé (l'),8,NA,Armand-Henry Baudouin de Pléneuf de Guémadeuc,50,1782-08-28,Espion (L') dévalisé,148,Charmet,cl0274,NA
Espion à Londres,NA,NA,Claude-Ange Goudar (1708-1791),2,1785-06-01,"Espion (L') français à Londres, ou Observations critiques sur l'Angleterre et sur les Anglais",149,Charmet,cl0274,NA
Espions anglais (l'),NA,NA,Matthieu François Pidansat de Mairobert,25,1781-10-12,"Espion anglais, ou Correspondance secrète eentre mylord All'eye & milord All'ear",150,Charmet,cl0274,NA
Espion chinois (l'),12,6,Claude-Ange Goudar (1708-1791),6,1775-05-17,Espion chinois (l') ou L'envoyé secret de la cour de Pékin,151,Charmet,cl0274,36
Esprit d'Helvetius,12,2,Claude Adrien Helvétius,12,1775-05-17,Esprit (de l'),152,Charmet,cl0274,24
Esprit de Clément XIV,12,NA,Joseph Lanjuinais,25,1775-05-29,"Esprit (L') du pape Clément XIV mis au jour, par le R. P. B***, traduction supposée (de l’italien) de Joseph Lanjuinais",153,Charmet,cl0274,NA
Esprit de Clément XIV,12,NA,Joseph Lanjuinais,25,1775-01-09,"Esprit (L') du pape Clément XIV mis au jour, par le R. P. B***, traduction supposée (de l’italien) de Joseph Lanjuinais",154,Charmet,cl0274,NA
Esprit des croisades,12,4,Jean-Baptiste Mailly,2,1781-03-19,"Esprit des croisades (l'), ou Histoire politique et militaire des guerres entreprises par les chrétiens contre les mahométans, pour le recouvrement de la Terre-Sainte, pendant les XIe, XIIe et XIIIe siècles",155,Charmet,cl0274,8
Esprit des croisades,12,4,Jean-Baptiste Mailly,2,1781-09-25,"Esprit des croisades (l'), ou Histoire politique et militaire des guerres entreprises par les chrétiens contre les mahométans, pour le recouvrement de la Terre-Sainte, pendant les XIe, XIIe et XIIIe siècles",156,Charmet,cl0274,8
Esprit des croisades,12,4,Jean-Baptiste Mailly,2,1781-09-25,"Esprit des croisades (l'), ou Histoire politique et militaire des guerres entreprises par les chrétiens contre les mahométans, pour le recouvrement de la Terre-Sainte, pendant les XIe, XIIe et XIIIe siècles",157,Charmet,cl0274,8
Essai sur le monachisme par Linguet,NA,NA,Simon-Nicolas-Henri Linguet (1736-1794),6,1776-12-27,Essai philosophique sur le monachisme,158,Charmet,cl0274,NA
Essais sur les Turcs,8,NA,Adrien-Marie-François de Verdy Duvernois,2,1784-01-02,"Essais de géographie, de politique et d'histoire, sur les possessions de l'empereur des Turcs en Europe : divisés en trois parties: la première, contenant une description géographique de la Turquie d'Europe, la seconde, contenant un détail de la constitution militaire des Turcs, la troisième, le récit historique des principaux événemens de la guerre de 1768, entre la Russie & la Porte,  / par M. L. C. D. M. D. L. d. G. D. C. d. M. L. C. D'A",159,Charmet,cl0274,NA
Essais philophiques sur les mœurs des animaux,NA,NA,Foucher d'Obsonville [Opsonville],2,1788-05-07,"Essais philosophiques sur les mœurs de divers animaux étrangers, avec des observations relatives aux principes et  usages de plusieurs peuples",160,Charmet,cl0274,NA
Etat du Portugal,12,NA,Charles-François Dumouriez,12,1775-05-17,"Etat présent du royaume de Portugal, pour l'année 1766",161,Charmet,cl0274,NA
Etat du Portugal,12,NA,Charles-François Dumouriez,2,1775-05-29,"Etat présent du royaume de Portugal, pour l'année 1766",162,Charmet,cl0274,NA
Etat du Portugal,12,NA,Charles-François Dumouriez,25,1775-08-13,"Etat présent du royaume de Portugal, pour l'année 1766",163,Charmet,cl0274,NA
Etudes de la nature,NA,NA,Jacques-Henri Bernardin de Saint-Pierre,3,1788-05-07,Etudes de la nature,164,Charmet,cl0274,NA
Eloge de la raison,8,1,François-Marie Arouet dit Voltaire,20,1775-05-17,"Évangile (L') du jour, contenant : Don Pèdre, roi de Castille, tragédie. Nouvelle édition ; Éloge historique de la Raison ; de l'Encyclopédie ; Petit écrit sur l'arrêt du Conseil du 13 septembre 1775 [″sic″ pour 1774] qui permet le libre commerce des bleds dans le royaume ; la Tactique, augmentée d'une note très intéressante ; Histoire de Jenni, ou le Sage et l'athée par Voltaire",165,Charmet,cl0274,20
Eloge de la raison,8,1,François-Marie Arouet dit Voltaire,12,1775-09-24,"Évangile (L') du jour, contenant : Don Pèdre, roi de Castille, tragédie. Nouvelle édition ; Éloge historique de la Raison ; de l'Encyclopédie ; Petit écrit sur l'arrêt du Conseil du 13 septembre 1775 [″sic″ pour 1774] qui permet le libre commerce des bleds dans le royaume ; la Tactique, augmentée d'une note très intéressante ; Histoire de Jenni, ou le Sage et l'athée par Voltaire",166,Charmet,cl0274,12
Eloge de la raison par le même,8,1,François-Marie Arouet dit Voltaire,12,1775-05-29,"Évangile (L') du jour, contenant : Don Pèdre, roi de Castille, tragédie. Nouvelle édition ; Éloge historique de la Raison ; de l'Encyclopédie ; Petit écrit sur l'arrêt du Conseil du 13 septembre 1775 [″sic″ pour 1774] qui permet le libre commerce des bleds dans le royaume ; la Tactique, augmentée d'une note très intéressante ; Histoire de Jenni, ou le Sage et l'athée par Voltaire",167,Charmet,cl0274,12
Evangile de la raison (l'),8,NA,François-Marie Arouet dit Voltaire,6,1775-05-17,"Evangile de la raison (l'), ouvrage posthume de M. D. M.....y: M. Du Marsay, c'est-à-dire César Chesneau Du Marsais",168,Charmet,cl0274,NA
Examen du militaire français,NA,3,"François Philippe Loubat, baron de Bohan et  Charles Bremner Hogg Jackson",2,1788-05-07,"Examen critique du militaire français suivi des principes qui doivent déterminer sa constitution, sa discipline et son instruction",169,Charmet,cl0274,6
L'excursion ou l'escapade par Mme Brooke,NA,2,Frances Moore Brooke,6,1778-11-20,Excursion (L') ou l'escapade,170,Charmet,cl0274,12
Faustin,8,NA,Johann Pezl,1,1785-07-27,Faustin ou le siècle philosophique,171,Charmet,cl0274,NA
Femmes infidèle (La),NA,4,Nicolas-Edme Rétif de la Bretonne,3,1788-05-07,Femme infidèle (La),172,Charmet,cl0274,12
Fille naturelle,NA,NA,Nicolas-Edme Rétif de la Bretonne,25,1775-09-24,Fille naturelle (La),173,Charmet,cl0274,NA
Françaises (Les),NA,4,Nicolas-Edme Rétif de la Bretonne,1,1788-05-07,"Françaises (Les), ou XXXIV exemples choisis dans les moeurs actuelles, propres à diriger les filles, les femmes, les épouses et les mères",174,Charmet,cl0274,4
Fruits de l'automne (Les),NA,NA,Jean-Henri Marchand,2,1785-06-01,Fruits de l'automne (Les) par M. M****,175,Charmet,cl0274,NA
Anecdotes du gazetier cuirassé,8,NA,Charles Théveneau de Morande,12,1779-12-23,"Gazetier cuirassé (Le), ou Anecdotes scandaleuses de la cour de France",176,Charmet,cl0274,NA
Géographie de Mentelle,8,6,Edme Mentelle,1,1788-05-07,"Géographie comparée, ou Analyse de la géographie ancienne et moderne des peuples de tous les pays et de tous les âges",177,Charmet,cl0274,6
Gierusaleme liberata,NA,2,Torquato Tasso,1,1774-07-13,Gerusaleme liberata (le),178,Charmet,cl0274,2
Grand œuvre dévoilé (Le),12,NA,Coutan,6,1778-11-20,"Grand (Le) œuvre dévoilé, en faveur des enfants de la lumière, traduit du chaldaïque",179,Charmet,cl0274,NA
Habitant de la Guadeloupe,8,NA,Louis-Sébastien Mercier,12,NA,"Habitant (L') de la Guadeloupe, comédie en quatre actes, par M. Mercier",180,Charmet,cl0274,NA
Henri IV,NA,NA,Barnabé-Farmian De Rosoi (dit Durosoi ou Durosoy),6,1775-05-29,"Henri IV, drame lyrique en 3 actes et en prose par M. de Rozoy",181,Charmet,cl0274,NA
Henri IV,8,NA,Barnabé-Farmian De Rosoi (dit Durosoi ou Durosoy),12,1775-09-30,"Henri IV, drame lyrique en 3 actes et en prose par M. de Rozoy",182,Charmet,cl0274,NA
Henriade,18,NA,François-Marie Arouet dit Voltaire,25,1774-10-16,Henriade,183,Charmet,cl0274,NA
Lettres d'Henriette Gerstenfeld,NA,NA,Christoph Martin Wieland ?,26,NA,"Henriette de Gerstenfeld, ou Lettres écrites pendant le dernière guerre de 1779 pour la succession de la Bavière",184,Charmet,cl0274,NA
Histoire des campagnes de Gustave Adolphe,8,NA,"Gualdo Priorato, Galeazzo (1606-1678)",13,1781-03-24,Histoire (L') des dernières campagnes et négociations de Gustave Adolphe en Allemagne,185,Charmet,cl0274,NA
Histoire ancienne,NA,NA,Charles Rollin,1,1785-06-01,"Histoire ancienne des Egyptiens, des Carthaginois, des Assyriens, des Babyloniens, des Mèdes & des Perses, des Macédoniens, des Grecs",186,Charmet,cl0274,NA
Histoire d'Agathon,NA,4,Christoph Martin Wieland,1,1788-05-07,"Histoire d'Agathon, ou Tableau philosophique des moeurs de la Grèce",187,Charmet,cl0274,4
Histoire d'Assyrie,8,2,Jean-Baptiste-Claude Isoard dit Delisle de Sales,2,1782-04-17,"Histoire d'Assyrie, ou Histoire des monarchies de Ninive, de Babylone et d'Ecbatane",188,Charmet,cl0274,4
Histoire d'Ecosse,NA,NA,William Robertson (1721-1793),2,1785-06-01,"Histoire d'Ecosse sous les règnes de Marie Stuart & Jacques VI, jusqu'à l'avènement de ce prince à la couronne d'Angleterre; avec un abrégé de l'histoire d'Ecosse, dans les temps qui ont précédé ces époques, nouvelle édition revue, corrigée & augmentée, traduite de l'anglais de Guillaume Robertson",189,Charmet,cl0274,NA
Iris,12,NA,H.T. Poisson (romancier),6,1774-11-08,Histoire d'Iris,190,Charmet,cl0274,NA
Histoire d'une détention de 39 ans,NA,NA,"Jean Yrieix de Beaupoil, marquis de Saint-Aulaire sous le pseudonyme d'Henri Masers de Latude?",2,1788-05-07,"Histoire d'une détention de trente-neuf ans, dans les prisons d'État, écrite par le prisonnier lui-même",191,Charmet,cl0274,NA
Histoire de Wills ou le triomphe de la bienfaisance,8,2,Oliver Goldsmith (1728-1774),6,1774-05-29,"Histoire de François Wills, ou le triomphe de la bienfaisance, par l'auteur du Ministre de Wakefield, traduit de l'anglais",192,Charmet,cl0274,12
Histoire de Gil Blas,12,4,Alain-René Lesage,2,1780-10-26,Histoire de Gil Blas de Santillane,193,Charmet,cl0274,8
Histoire de Jenny de Voltaire,NA,NA,François-Marie Arouet dit Voltaire,25,1775-08-13,Histoire de Jenni ou le sage et l'athée par Monsieur Sherloc,194,Charmet,cl0274,NA
Histoire de l'Amérique,12,4,William Robertson,4,1781-03-19,"Histoire de l'Amérique par Guillaume Robertson, docteur en théologie, principal de l'Université d'Edimbourg & historiographe de S.M.B. pour l'Ecosse ; traduite de l'anglais",195,Charmet,cl0274,16
Histoire de l'Amérique,12,4,William Robertson,25,1778-02-23,"Histoire de l'Amérique par Guillaume Robertson, docteur en théologie, principal de l'Université d'Edimbourg & historiographe de S.M.B. pour l'Ecosse ; traduite de l'anglais",196,Charmet,cl0274,100
Histoire de l'Amérique,12,4,William Robertson,4,1780-10-26,"Histoire de l'Amérique par Guillaume Robertson, docteur en théologie, principal de l'Université d'Edimbourg & historiographe de S.M.B. pour l'Ecosse ; traduite de l'anglais",197,Charmet,cl0274,16
Histoire de l'Amérique,12,4,William Robertson,2,1784-05-12,"Histoire de l'Amérique par Guillaume Robertson, docteur en théologie, principal de l'Université d'Edimbourg & historiographe de S.M.B. pour l'Ecosse ; traduite de l'anglais",198,Charmet,cl0274,8
Histoire de l'Amérique,12,4,William Robertson,3,1785-06-01,"Histoire de l'Amérique par Guillaume Robertson, docteur en théologie, principal de l'Université d'Edimbourg & historiographe de S.M.B. pour l'Ecosse ; traduite de l'anglais",199,Charmet,cl0274,12
Histoire de Frétillon,NA,NA,Pierre-Alexandre Gaillard,3,1775-05-17,"Histoire de Mademoiselle Cronel dite Frétillon, actrice de la Comédie de Rouen, écrite par elle-même",200,Charmet,cl0274,NA
Histoire de Frétillon,NA,NA,Pierre-Alexandre Gaillard,3,1785-06-01,"Histoire de Mademoiselle Cronel dite Frétillon, actrice de la Comédie de Rouen, écrite par elle-même",201,Charmet,cl0274,NA
Histoire des empereurs,NA,NA,Jean-Baptiste-Louis Crevier,1,1785-06-01,Histoire des empereurs Romains depuis Auguste jusqu'à Constantin,202,Charmet,cl0274,NA
Histoire de la Révolution de Pologne 1778,8,2,abbé Pierre Joubert,3,1778-11-20,Histoire des révolutions de Pologne depuis la mort d'Auguste III jusqu'à nos jours…,203,Charmet,cl0274,6
Histoire du grand Pompé 1777,12,NA,Pierre-Louis Moline,3,1778-11-20,Histoire du grand Pompée,204,Charmet,cl0274,NA
Histoire du patriotisme français,NA,6,"Rossel, avocat",2,1784-05-12,"Histoire du patriotisme françois, ou nouvelle histoire de France : dans laquelle on s'est principalement attaché à décrire les traits de patriotisme qui ont illustré nos Rois, la noblesse et le peuple françois, depuis l'origine de la monarchie jusqu'à nos jours
",205,Charmet,cl0274,12
Histoire d'Henri IV,NA,1,Paul-Philippe Hardouin de Péréfixe,1,1774-07-13,"Histoire du roi Henri le Grand, composée par messire Hardouin de Péréfixe, ci-devant précepteur du Roi",206,Charmet,cl0274,1
Lettres sur l'Empereur,8,NA,Carl-Friedrich Schwan (1733-1815),6,1779-12-23,"Histoire et anecdotes de la vie, du règne, du détrônement et de la mort de Pierre III, dernier Empereur de toutes les Russies,... écrites en forme de lettres publiées par M. de La Marche",207,Charmet,cl0274,NA
Histoire et vie de l'Arétin,8,NA,Pietro Aretino (1492-1556),6,1775-05-17,"Histoire et vie de l'Arrétin, ou les Entretiens de Magdelon et de Julie. Avec trente-six figures en taille-douce",208,Charmet,cl0274,NA
Histoire militaire des Suisses,12,8,Beat-Fidel Zurlauben,3,1774-11-08,"Histoire militaire des Suisses au service de la France avec les pièces justificatives, dédiée à SAS Monseigneur le Prince de Dombes, Colonel-Général des Suisses et des Grisons",209,Charmet,cl0274,24
Histoire philosophique des Européens dans les Indes,8,7,Guillaume-Thomas-François Raynal (1713-1796),6,1775-05-29,Histoire philosophique et politique des établissemens et du commerce des Européens dans les deux Indes,210,Charmet,cl0274,42
Histoire philosophique des Européens dans les Indes,8,7,Guillaume-Thomas-François Raynal (1713-1796),4,1778-11-20,Histoire philosophique et politique des établissemens et du commerce des Européens dans les deux Indes,211,Charmet,cl0274,28
Histoire philosophique des Européens dans les Indes,8,7,Guillaume-Thomas-François Raynal (1713-1796),26,1781-09-25,Histoire philosophique et politique des établissemens et du commerce des Européens dans les deux Indes,212,Charmet,cl0274,182
Histoire philosophique des Européens dans les Indes,8,7,Guillaume-Thomas-François Raynal (1713-1796),12,1775-11-03,Histoire philosophique et politique des établissemens et du commerce des Européens dans les deux Indes,213,Charmet,cl0274,84
Histoire philosophique des Européens dans les Indes,8,7,Guillaume-Thomas-François Raynal (1713-1796),1,1785-07-27,Histoire philosophique et politique des établissemens et du commerce des Européens dans les deux Indes,214,Charmet,cl0274,7
Histoire romaine de Rollin,NA,16,Charles Rollin puis Jean-Baptiste-Louis Crevier,1,NA,Histoire romaine depuis la fondation de Rome jusqu'à la bataille d'Actium,215,Charmet,cl0274,16
Histoire romaine de Rollin,NA,16,Charles Rollin puis Jean-Baptiste-Louis Crevier,1,1785-06-01,Histoire romaine depuis la fondation de Rome jusqu'à la bataille d'Actium,216,Charmet,cl0274,16
Homme sans façon ou Lettres d'un voyageur allant de Paris (L'),NA,NA,"Jehin, abbé connu sous le pseudonyme de Rosercroix",3,1788-05-07,"Homme sans façons (L'), ou Lettres d’un voyageur allant de Paris à Spa…",217,Charmet,cl0274,NA
Incas,12,2,Jean-François Marmontel (1723-1799),25,1777-07-04,"Incas (Les), ou la Destruction de l'empire du Pérou",218,Charmet,cl0274,50
Incas,8,2,Jean-François Marmontel (1723-1799),6,1778-11-20,"Incas (Les), ou la Destruction de l'empire du Pérou",219,Charmet,cl0274,12
Incas,12,2,Jean-François Marmontel (1723-1799),6,1778-11-20,"Incas (Les), ou la Destruction de l'empire du Pérou",220,Charmet,cl0274,12
Incas in 12,12,NA,Jean-François Marmontel (1723-1799),50,1777-04-02,"Incas (Les), ou la Destruction de l'empire du Pérou",221,Charmet,cl0274,NA
