ID,super_book_title,author_name,super_book_code
NA,Dieu seul ou l'association pour l'interêt de Dieu seul par Henry Marie Boudon docteur En theologie et grand archidiacre d’Evreux,"Boudon, Henri-Marie",zspbk0010913
NA,"Evenemens Extraordinaires touchant La Confession Malfaite, composés En Espagnol par le pere Christophe de Vega de la Compagnie de Jesus Et traduits En François par le père Philippe Marie, Religieux penitent, revus, corrigés et augmentés, qui est homme sage qui observera Ceci, et qui comprendra bien des misericordes de Seigneur Psal. 106","Vega, Christophe [de]",zspbk0010914
NA,Meditations pour Chaque Jour du mois sur les principales qualités de Jesus Christ Dans l' Eucharistie pour servir aux pretres de la preparation et d’actions de graces Devant et après la Sainte Messe; des Sujets d’exhortations dans l’administration Du S. viatique avec des Maximes Ecclesiastiques pour la Conduite de ceux qui travaillent au Sault des ames; des Regles de vie pour un Bon Satre et avoues plus particuliers aux Carcères et autres pretres qui veut charge d’ames dans les paroisses de la Compagne,NA,zspbk0010915
NA,"Lettre D'un Serviteur de dieu contenant une courte Instruction pour tendre surement a? la Perfection Chre?tienne, nouvelle Edition","La Combe, François",zspbk0010916
NA,Cantiques spirituels sur les points principaux de la Religion et de la morale Chrétienne à l’usage des Cathechismes et des Ecoles Chrétiennes par M. l’abbé Pellegrin et autres auteurs,Pellegrin,zspbk0010917
NA,Vie (la) de Jesus Christ dans nos Coeurs,NA,zspbk0010918
NA,De l’amour de notre Seigneur Jesus Christ envers nous et de notre amour envers lui,NA,zspbk0010919
NA,"Heures dediees à la divine Providence, ou les offices de la Ste Vierge et des morts en neuf l’avis sans Renvoy, des prieres pour la messe, pour la cour session et pour la Communion et autres pières tirées de la journée du Chretien",NA,zspbk0010920
NA,Heures dediées aux Saints anges gardiens avec les offices de la Sainte Vierge et des morts neuf heures sans Renvoy; des prieres pour la messe et pour la confession et autres pireres tirées de la journée du Chretien,NA,zspbk0010921
NA,"Heures dediées à l’immaculée conception avec les offices de la Sainte Vierge et des morts en neuf Leçons Sans Renvoy, des prières pour la Messe, pour la confession et pour la Communion et autres prières tirées de la journée du Chretien",NA,zspbk0010922
NA,"Heures francaises dediées au Sacré Cœur de Jesus contenant Exercice Spirituel pour la Sainte Messe, la Confession et la Communion et toutes les offices Sans Renvoi, Revues Corrigées et augmentées",NA,zspbk0010923
NA,Entretiens de devotion sur le St. Sacrement de l'autel par M. P. de la Compagnie de Jesus augmentés des prieres pour la Communion et pour Chaque jour de l’octave de la fête du St. Sacrement par M. Gourdan,Gourdan,zspbk0010924
NA,Nouvelle methode pour trouver toutes Sortes de Calculs pour les Rentes etc. Comme aussi le tarif Du marc d'Ecus d'or pistoles d'espagne et du marc d'argent etc.,NA,zspbk0010925
NA,Fins (les) dernieres de l’homme Par le P. Pallu de la Compagnie de Jesus Troisieme edition Revue Corrigée et Augmentée,"Pallu, Martin",zspbk0010926
NA,Instructions Chretiennes pour conduire les ames a? la perfection de l'humilité avec un traite? etc.  Revue corrigés Et augmentés Par le P. F. G. R. M. ils sauvent les humbles d’esprit Ps. 33,"van Ruusbroec, Jan",zspbk0010927
NA,Heures Chretiennes Dediées au Sacré Cœur de Jesus Contenant l’office de la tres Sainte Vierge Sans Renvoy de prendre à dimanche Et concilier Et les hymnes vepres de l’année avec plusieurs devotes prieres,NA,zspbk0010928
NA,Preparation à la mort,NA,zspbk0010929
NA,Exercices des principales Vertus de la Religion Chretienne par le Reverend P. Gallifet de la C. de Jesus quatrieme Edition augmentée d’un avertissement très utile etc.,"Gallifet, Joseph [de]",zspbk0010930
NA,"Cantiques de l'ame devote Divisés en 12 livres ou l'on Represente d'une maniere nette et facile les principaux Mysteres de la foy et les principales Vertus de la Religion Chretienne, nouvelle Edition augmentée de l’ordinaire de la Messe, vepres complies du dimanche et hymnes de l’année par M. Laurand Durand pretre du diocese de Toulon","Durand, Laurent",zspbk0010931
NA,Regles pour l'intelligence des Saintes Ecritures,NA,zspbk0010932
NA,Traité de la difference du tems et de l'eternité composé Par le R. P. l’usabe Nieremberg de la C. de Jesus.  Traduit de l’espagnol par le R. P. Jean Brignon de la meme Compagnie avec les Regles pour Conduire l’esprit à la perfection Chretienne tirées du même père Eusebe Nieremberg,"Nieremberg, Eusebius ",zspbk0010933
NA,"Catechismus Concilii tridentini, Pii V. Pontif. max. jussu promulgatus sincerus et integer mendisque, Repurgatus opera P.D.L.H.P. a quo Est additus apparatus Et catechismum, in quo Ratio auctoritas approbatores et usus declarantur Editio novifica",NA,zspbk0010935
NA,Pensées ou Reflexions Chretiennes pour tous les jours de l'année par le R. P. francois nepveu de la Comp. de Jesus nouvelle Edition Revue et Corrigée,"Nepveu, François",zspbk0010936
NA,"Meditations sur la passion de Jesus Christ N. S. par M. l'Abbé Clement, abbé de Marcheroux, aumonier et predicateur ordinaire Du Roy de pologne Duc de Lorraine et de Bar; Predicateur du Roy et doyen d’Insigne Eglise Collegialle de Leguy","Clément, Denis Xavier",zspbk0010937
NA,Considerations Chretiennes sur la Crainte de dieu pour Chaque jour de la Semaine traduction de l’italien de R. P. Seignuery de la Comp. de Jesus,"Segneri, Paolo",zspbk0010938
NA,"Elemens du jardinage utile, ou maniere de Cultiver avec succes le potages et le verger D'apres les principes et les Experiences de Roger Schabol et des meilleurs auteurs qui ont Ecrit sur cette Matiere","Schabol, Roger",zspbk0010939
NA,Reflexions pour Chaque jour Du mois sur les principales qualités de Jesus Christ dans l'Eucharistie Cinquieme Edition,NA,zspbk0010940
NA,Triomphe (le) de la pureté sous les auspices de Jesus l'e?poux des vierges et de marie leur Reine et leur Modêle edition augmentée Du Poême de la virginité,"Viret, Auguste",zspbk0010941
NA,Elemens du droit ou traduction du premier livre du digeste avec des notes historiques sur le droit Romain et sur le droit françois par M. Troussel avocat au parlement de toulouse,Troussel,zspbk0010942
NA,Meditations sur les Evangiles De l'année et pour les fêtes de la Sainte Vierge et des Saints par la R. P. Pierre Medaille de la Comp. de Jesus,"Médaille, Pierre",zspbk0010943
NA,Hora divurne Ex decreto sacro sancti Concilii tridenti Restitutem Pii V. Clementis Et arbani VIII.  Jussa Editi et Emendati au percent officia Sanctorum Receus abinnocentio X usqué ad Benedictum 14. Canonisatoreum,NA,zspbk0010944
NA,"Recueil De tables astronomiques, perpetuelles et de la table des logarithmes des Sinus des tangentes et des nombres naturels.  Dressées a? l'usage de la navigation avec une introduction qui Contient l'explication et l'usage de ces tables Dans la marine",NA,zspbk0010945
NA,"Catechismus ad ordinandos, juxta doctrinam Catechismi Concilii tridentini, opus Clericis ad Sacros ordines, præsertimque sacerdotium, non Solu?m promovendis, sed et promotis utilissimum, feela editio selectis instructionibus sancta Caroli ad confessarios aucta",NA,zspbk0010946
NA,Instruction des negocians ouvrage utile aux juges Et consuls Et a? tous Ceux qui font le commerce Par P. J. Masson Imprimeur Libraire Nouvelle Edition,"Masson, Philibert-Joseph",zspbk0010947
NA,Heures Imprimées par l’ordre de Monseigneur le cardinal de Noailles archeveque de paris à l’usage de son diocèse,NA,zspbk0010948
NA,"Traité des bandages ou Methode Exacte pour appliquer les Bandages les plus usités en chirurgie, ouvrage très utile Et necessaire aux jeunes chirurgiens par Francois Michel Disdier chirurgien Nouvelle Edition augmentée","Disdier, François-Michel",zspbk0010949
NA,"Histoire de l’ancien Testament divisées en Six Livres nouvelle Edition, revüe corrigée Et augmentee de quelques figures de nouveau Testament","Raguenet, François",zspbk0010950
NA,Devoir (la) d’un chrétien pour passer saintement la journée Pratique pour les jurer de la Communion etc. dixieme édition revüe corrigée et augmentée par l’auteur.  Tous ceux qui vivront selon cette Regle trouveront la paix Et la miséricorde ad. Galat. 6,NA,zspbk0010951
NA,"Secrets (les) de Nature, Extraits tant du petit Albert qu'autres Philosophes hebreux etc. revu et corrigé par M. Malteman de Sacré.","Albertus, Lucius [Parvus pseud.]",zspbk0010952
NA,Heures et Pratiques des Regles de la congrégation de Notre Dame erigées en differentes villes du Diocese de Vannes,NA,zspbk0010953
NA,Relation du Voyage Misterieux de l'Isle de la Vertu nouvelle edition,"Palafox y Mendoza, Juan de",zspbk0010954
NA,"Dictionnaire des Gens du monde, historique, littéraire, critique, moral, Physique, Militaire, Politique, caractéristique et social: ou l'on traitte des mœurs, des Loix, des usages, du caractere et des interêts des françois et des anglois; des nations anciennes et modernes; des arts utiles, des arts agreables et generalement de tout ce qui peut avoir rapport aux differentes circonstances de la vie humaine","Sticotti, Antoine-Fabio",zspbk0010955
NA,"Selectae Enovo testamento historiae Ex Erasmi Roterodami Paraphrasibus desumptae opusculum Elementarium, in gratiam tertia edition diligenter recognita","Erasmus, Desiderius",zspbk0010956
NA,Nouvelle Prosodie ou Methode Courte et facile pour apprendre les premiers Elements de la quantité et de la poesie Latine à l’usage de la jeunesse Edition correcte et augmentée sur l’imprimé,NA,zspbk0010957
NA,De la devotion en Vers les SS. anges Et particulierement les anges Gardiens,NA,zspbk0010958
NA,Calculs tous faits etc.,"Mésange,  Mathias",zspbk0010959
NA,Petits (les) prones ou instructions familieres principalement pour les peuples de la Campagne par M. Girard ancien curé de S.,Girard,zspbk0010960
NA,Pierre le cruel tragedie par M. de Belloy Citoyen de Calais et bien des quarante de l'academie françoise,"Belloy, Pierre Laurent [de]",zspbk0010961
NA,"Dictionnaire antiphilosophique, pour servir de Commentaire et de Correctif au dictionnaire philosophique et aux autres livres qui ont paru de nos jours Contre le Christianisme ouvrage dans lequel on donne en abregé les preuves de la Religion, et la reponse aux objections de ses adversaires, avec la notice des principaux auteurs qui l'ont attaque?e, et l'apologie des grands hommes qui l'ont deffendü.  Nouvelle edition Considerablement augmentée par Monsieur ***","Chaudon, Louis Mayeul",zspbk0010962
NA,"Art (l’) du peintre Doreur vernisseur ouvrage utile aux artistes et aux amateurs qui veulent entreprendre de peindre dorer et vernisser toutes sortes de sujets Et Batiments, meubles, Bijoux et equipages etc. par le Sr. Watin peintre Doreur, vernisseur et marchand de Couleurs Dorures et Vernis.  Nouvelle edition revue corrigée et considerablement augmentée","Watin, Jean-Félix",zspbk0010963
NA,De l'Education des filles par Mre. François de Salignac de la Mothe Fénelon archeveque Duc de Cambray augmentée d’une lettre du même auteur a? une dame de qualité sur l'education de M*** sa fille unique on y a joint un ouvrage de M. la Chetardie intitulé Instruction pour une jeune princesse nouvelle Edition,"Fénelon, François de Salignac de La Mothe",zspbk0010964
NA,"Fruit (le) de mes lectures, ou pensées extraites des auteurs profanes relatives aux differents ordres de la Société, accompagnées de quelques réflexions de l'auteur: par Dom Jamin religieux Benedictin de la Congregation de St Maur","Jamin, Nicolas",zspbk0010965
NA,Scholastique sur la maniere de Se Conduire dans le monde par rapport a? la religion par Dom Jamin religieux Benedictin de la Congregation de St. Maur,"Jamin, Nicolas",zspbk0010967
NA,Traité de la lecture chretienne dans lequel on expose des Regles propres a? Guider les fideles dans le choix des livres et a? le leur rendre [utiles] par D. Nicolas Jamin religieux de la Congregation de St. Maur,"Jamin, Nicolas",zspbk0010968
NA,Catechisme du Diocese d'Amiens avec des prieres pour le matin pour le soir et pendant la messe,NA,zspbk0010969
NA,Heures ou lives d’Eglise à l’usage de ceux qui frequentent leur paroisse contenant les offices de tous les dimanches et fetes de l’année imprimes par ordre de Mgr l’Eveque d’amiens à l’usage de son Diocese,NA,zspbk0010970
NA,"Pot pourri (le) ou preservatif de la melancolie contenant la henriade travestie, La pipe cassée et autres poesies diverses","Vadé, Jean Joseph",zspbk0010971
NA,"Pot pourri (le) ou preservatif de la melancolie contenant la henriade travestie, La pipe cassée et autres poesies diverses","Fougeret de Monbron, Louis-Charles",zspbk0010971
NA,Baisers (les) [précédés] du moi de Mai,"Dorat, Claude Joseph",zspbk0010972
NA,Methode Générale pour l'intelligence des Coutumes de France composé par M. Paul Challin ancien avocat En Parlement suivant l’autorité etc. dediée à Mgr De Novion President En Parlement,"Challine, Paul",zspbk0010973
NA,"Esprit (l’) de saint François de Sales Evêque et Prince de Geneve recueilli de divers ecrits de M. Jean Pierre Camus, Evêque de Belley etc par M. P. C. Docteur de Sorbonne troisieme Edition revue et corrigée","Collot, Pierre",zspbk0010974
NA,Hieronymi Stridoniensis epistolae selectae et in libros tres distributae opera D. Petri Canisii Theologi etc.,"Hieronymus, Eusebius Sophronius",zspbk0010975
NA,Institutions du droit Belgique tant par rapport aux dix sept provinces qu'au pays de Liege avec une methode pour Etudier la profession d'avocat par M. George de Ghewiet Nouvelle edition revue Corrigée et augmentée,"Ghewiet, George [de]",zspbk0010976
NA,Meditations ou retraite Spirituelle a l'usage des Communautés religieuses par le père Bourdaloue de la Compagnie de Jesus,"Bourdaloue, Louis",zspbk0010977
NA,Dictionnaire théologique portatif,"Alletz, Pons Augustin",zspbk0010978
NA,Logique (la) ou l’art de penser,"Arnauld, Antoine",zspbk0010979
NA,Logique (la) ou l’art de penser,"Nicole, Pierre",zspbk0010979
NA,Dictionnaire Portatif des Conciles,"Alletz, Pons Augustin",zspbk0010980
NA,Rabelais (le) Moderne,"Rabelais, François",zspbk0010981
NA,Heures royales,NA,zspbk0010982
NA,Description historique de l'Italie,NA,zspbk0010983
NA,Trente (les) Amours Sacrés,"Avrillon, R. B.",zspbk0010984
NA,Année (l’) affective,"Avrillon, Jean Baptiste Elie",zspbk0010985
NA,Délices (les) des ames dévotes ou le jardin des fleurs choisies,NA,zspbk0010986
NA,Oeuvres de M. de Beaumarchais,"Beaumarchais, Pierre Augustin Caron [de]",zspbk0010987
NA,Traduction de Saluste par J. H. Doderville de l’oratoire,Salustio,zspbk0010988
NA,Grandeurs (les) de Jesus dans ses Souffrances,NA,zspbk0010989
NA,Conduite chrétienne,"Villiers, Pierre de",zspbk0010990
NA,Manuel ou Livre d'Eglise,NA,zspbk0010991
NA,Prieres et instructions chretiennes,NA,zspbk0010992
NA,Pratiques de piété,NA,zspbk0010993
NA,Recueil de differens exercices de la Devotion,NA,zspbk0010994
NA,Memoires et aventures d’une Dame de Qualité,"Lambert, Claude-François",zspbk0010995
NA,Traité de la Jurisdiction Volontaire Et Contentieuse des officiaux Et autres Juges d'Eglise,"Jousse, Daniel",zspbk0010996
NA,Ordonnance de Louis quatorze sur le Commerce par Bornier,"Bornier, Philippe",zspbk0010997
NA,Stile Criminel par M. Dumont,"Dumont, Jean-Charles-Nicolas",zspbk0010998
NA,Amusemens des compagnies,NA,zspbk0010999
NA,Contes Moraux,"Mercier, Louis-Sébastien",zspbk0011001
NA,Révolutions d’Ecosse et d’Irlande,NA,zspbk0011002
NA,Aventures (les) de Christine ou l’heroine Mousquetaire,"Préchac, Jean de",zspbk0011003
NA,Présence de Dieu par le père de Gonnelieu,NA,zspbk0011004
NA,Instructions chrétiennes,"Quesnel, Pasquier",zspbk0011005
NA,Fables ou allégories philosophiques par M. Dorat,"Dorat, Claude Joseph",zspbk0011006
NA,Modèles de Lettres,"Philipon de La Madelaine, Louis",zspbk0011007
NA,Voltaire parmi les ombres,"Richard, Charles-Louis",zspbk0011008
NA,Histoire de Jeanne d'arq dite la pucelle d'Orléans par M. l'abbé Langlet de Fresnoi,"Lenglet Du Fresnoy, Nicolas",zspbk0011009
NA,Conversion (la) d'un pecheur réduite en principes,Francisco de Salazar,zspbk0011010
NA,Orphelins (les) de perse par M...,NA,zspbk0011011
NA,Oeuvres spirituelles de Dom Jean Palafox,"Palafox y Mendoza, Juan de",zspbk0011012
NA,Histoire du prince soli,NA,zspbk0011013
NA,Ordonnance du Roi du 25 Juin 1750,NA,zspbk0011014
NA,Saberlae,NA,zspbk0011015
NA,Exercice spirituel,NA,zspbk0011016
NA,Manuel (le) des Peuples de la Campagne,NA,zspbk0011017
NA,Instruction des Jeunes Gens,NA,zspbk0011018
NA,Dictionnaire universel francois-Latin,"Lallemant, Nicolas",zspbk0011019
NA,Dictionnaire universel francois-Latin,"Lallemant, Richard C.",zspbk0011019
NA,Nouvelle Vie des Saints,NA,zspbk0011020
NA,Heures Dédiées a la Jeunesse,NA,zspbk0011021
NA,Conduite chrétienne,NA,zspbk0010990
NA,Traité du Droit de Domaine de propriété,"Pothier, Robert Joseph",zspbk0011022
NA,Traité des Contrats de Bienfaisance,"Pothier, Robert Joseph",zspbk0011023
NA,Dictionnaire universel et raisonné des arts et metiers,"Macquer, Philippe",zspbk0011024
NA,Code Rural par M. Avocat au parlement,"Boucher d'Argis, Antoine Gaspard",zspbk0011025
NA,Histoire des Guerres de Flandres traduites de l'Italien par M. Loiseau,"Bentivoglio, Guido",zspbk0011026
